Name,Platform,Year,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count
Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,73,55,7.1,40
Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Banpresto,,,,
Riding Spirits,PS2,2002,Racing,BAM! Entertainment,59,14,9,17
Project CARS,XOne,2015,Racing,Slightly Mad Studios,81,16,5.8,135
MLB 09: The Show,PSP,2009,Sports,Sony Computer Entertainment,78,12,6.9,7
Bust A Groove 2,PS,1999,Misc,Enix Corporation,66,8,8.9,35
Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,59,16,7.9,10
The Amazing Spider-Man 2 (2014),PS3,2014,Action,Activision,,,,
Hatsune Miku: Project Diva,PSP,2009,Misc,Sega,,,,
Gundam Battle Universe,PSP,2008,Fighting,Namco Bandai Games,,,,
Sengoku Basara: Battle Heroes,PSP,2009,Action,Capcom,,,,
Armorines: Project S.W.A.R.M.,N64,1999,Shooter,Acclaim Entertainment,,,,
Nightmare Creatures,N64,1996,Action,Activision,,,,
Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,LucasArts,,,,
Duke Nukem: Zero Hour,N64,1999,Shooter,GT Interactive,,,,
NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,,,5,8
Armored Core: Nexus,PS2,2004,Simulation,Indie Games,73,19,8.7,7
Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009,Misc,Take-Two Interactive,,,tbd,
Evolution Skateboarding,PS2,2002,Sports,Konami Digital Entertainment,44,14,6.7,9
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002,Adventure,NewKidCo,,,tbd,
Yakuza: Ishin,PS3,2014,Action,Sega,,,,
Babysitting Mania,DS,2008,Simulation,Majesco Entertainment,,,tbd,
Scene It? Twilight,Wii,2009,Misc,Konami Digital Entertainment,49,5,tbd,
Outlaw Volleyball,XB,2003,Sports,TDK Mediactive,77,33,8.4,7
Batman: Vengeance,GC,2001,Adventure,Ubisoft,70,17,5.8,16
RealSports Football,2600,1981,Sports,Atari,,,,
Tiger Woods PGA Tour 10,PS2,2009,Sports,Electronic Arts,,,tbd,
Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,,,tbd,
SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai Games,,,,
Dungeons & Dragons Heroes,XB,2003,Role-Playing,Atari,,,,
Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft,,,tbd,
McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Acclaim Entertainment,,,,
Spider-Man: Web of Shadows,PS3,2008,Action,Activision,67,44,7.9,34
Legaia 2: Duel Saga,PS2,2001,Role-Playing,Eidos Interactive,67,21,8.4,43
Crash Nitro Kart,GC,2003,Racing,Vivendi Games,66,10,7.4,8
Samurai Warriors 4,PS3,2014,Action,Tecmo Koei,,,8,11
Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,,,,
Don King Boxing,Wii,2009,Sports,Take-Two Interactive,55,17,tbd,
ExciteBots: Trick Racing,Wii,2009,Racing,Nintendo,77,29,8.6,26
A.C.E.: Another Century's Episode,PS2,2005,Simulation,Banpresto,,,,
Frogger's Journey: The Forgotten Relic,GBA,2003,Action,Konami Digital Entertainment,59,6,tbd,
X-Men vs. Street Fighter,SAT,1997,Fighting,Capcom,,,,
Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,,,,
Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,88,65,9.1,58
King of Fighters: Maximum Impact,PS2,2004,Fighting,Ignition Entertainment,64,45,6.9,12
Marvel Super Heroes vs. Street Fighter,PS,1998,Fighting,Virgin Interactive,,,,
Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,70,17,6.6,120
Bratz Ponyz 2,DS,2008,Adventure,Game Factory,,,tbd,
Battleborn,PS4,2016,Shooter,Take-Two Interactive,68,55,6.8,402
J-League Pro Soccer Club wo Tsukurou!,SAT,1996,Sports,Sega,,,,
Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts,,,tbd,
We Cheer 2,Wii,2009,Simulation,Namco Bandai Games,64,7,tbd,
Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment,78,31,9,39
Call of Duty: Modern Warfare 3: Defiance,DS,2011,Shooter,Activision,,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005,Misc,THQ,,,,
Resident Evil: Revelations,X360,2013,Action,Capcom,75,30,7.4,170
Tony Hawk: Shred,X360,2010,Sports,Activision,53,10,6.6,10
Choro Q3,PS,1998,Racing,Takara,,,,
Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,74,60,8.4,89
Lemony Snicket's A Series of Unfortunate Events,GC,2004,Platform,Activision,,,,
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,54,55,6.2,195
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,80,75,8.5,236
Bionicle: Matoran Adventures,GBA,2002,Platform,Electronic Arts,,,,
Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,78,17,6.5,41
Armored Core: Master of Arena,PS,1999,Simulation,From Software,,,,
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,,,,
Resident Evil: Deadly Silence,DS,2006,Action,Capcom,71,41,8.4,36
Desert Falcon,2600,1987,Shooter,Atari,,,,
Legendary,X360,2008,Shooter,Atari,47,39,7.1,87
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft,80,57,7.5,79
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft,,,,
Rayman DS,DS,2005,Platform,Ubisoft,58,20,7.6,19
A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Simulation,Banpresto,,,,
ATV: Quad Power Racing,GBA,2002,Racing,Liquid Games,49,7,tbd,
Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios,,,8.4,14
Backyard NFL Football,GC,2002,Sports,Infogrames,,,,
All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,79,15,8.1,7
MTX Mototrax,PS2,2004,Racing,Activision,77,30,8.1,9
Tomb Raider: Underworld (Others sales),PS2,2009,Adventure,Eidos Interactive,,,,
NHL Rock the Rink,PS,1999,Sports,Electronic Arts,,,,
NBA ShootOut 2004,PS2,2003,Sports,Sony Computer Entertainment,58,19,7.8,8
Super Robot Taisen R,GBA,2002,Strategy,Banpresto,,,,
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,46,5,3.6,5
Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,87,27,8.2,39
Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,73,18,6,5
Doukyuusei if,SAT,1996,Role-Playing,NEC,,,,
The Penguins of Madagascar,DS,2010,Action,THQ,,,tbd,
Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios,63,11,8.6,7
Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,77,44,7.9,16
Madden NFL 2005,DS,2004,Sports,Electronic Arts,68,25,7.7,7
MVP Baseball 2004,GC,2004,Sports,Electronic Arts,89,25,8.5,11
Polarium,DS,2004,Puzzle,Nintendo,73,34,8.4,17
Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,84,17,7.4,10
Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,77,31,8.8,4
The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,94,54,8.1,2454
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,,,,
Kidou Senshi Gundam: Giren no Yabou,SAT,1998,Strategy,Namco Bandai Games,,,,
Metroid Prime Pinball,DS,2005,Misc,Nintendo,79,51,7.9,32
Teen Titans,PS2,2006,Action,THQ,56,12,8.6,17
Reload: Target Down,Wii,2010,Shooter,Mastiff,,,tbd,
Madden NFL 08,DS,2007,Sports,Electronic Arts,71,11,tbd,
Spelling Challenges and more!,PSP,2007,Misc,Crave Entertainment,,,,
Crusaders of Might and Magic,PS,1999,Role-Playing,3DO,,,,
One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,,,3.7,7
Star Wars The Clone Wars: Republic Heroes,PS2,2009,Action,LucasArts,,,8.3,9
Bomberman Generation,GC,2002,Adventure,Vivendi Games,81,19,8.5,15
Sega Rally Revo,PSP,2007,Racing,Sega,74,14,7.2,9
TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005,Racing,Codemasters,,,,
Surfing H3O,PS2,2000,Sports,Take-Two Interactive,46,15,4.6,8
Romance of the Three Kingdoms II,SNES,1991,Strategy,Tecmo Koei,,,,
Ice Age 2: The Meltdown,GBA,2006,Platform,Vivendi Games,,,tbd,
The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,Action,Disney Interactive Studios,,,,
Final Fantasy Type-0,XOne,2015,Role-Playing,Square Enix,,,,
NASCAR 09,X360,2008,Racing,Electronic Arts,69,32,7.8,15
World Series of Poker,XB,2005,Misc,Activision,52,14,tbd,
NASCAR 09,PS3,2008,Racing,Electronic Arts,65,22,7.5,10
Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,52,35,5.2,126
Galactic Attack,SAT,1994,Shooter,Acclaim Entertainment,,,,
Power Pro Kun Pocket 2,GB,2000,Sports,Konami Digital Entertainment,,,,
Happy Feet,GC,2006,Action,Midway Games,,,8.6,8
Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,,,tbd,
Smart Girl's Playhouse,DS,2007,Misc,505 Games,,,tbd,
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003,Misc,Disney Interactive Studios,56,6,tbd,
Triple Play 2002,XB,2002,Sports,Electronic Arts,64,17,tbd,
Evil Zone,PS,1998,Fighting,Titus,,,,
Spy Kids Challenger,GBA,2002,Platform,Disney Interactive Studios,,,,
K-ON! Houkago Live!!,PSP,2010,Misc,Sega,,,,
Monsters vs. Aliens,Wii,2009,Action,Activision,69,12,tbd,
A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,,,,
Exhibition,XB,2001,Misc,Microsoft Game Studios,,,,
Scrabble,PS,1999,Misc,Ubisoft,,,,
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,62,26,3.5,104
Amped 2,XB,2003,Sports,Microsoft Game Studios,80,34,7.7,20
Blaster Master: Blasting Again,PS,2000,Shooter,Sunsoft,,,,
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,64,29,5.6,11
College Hoops 2K6,PS2,N/A,Sports,Unknown,77,14,7.3,6
Cartoon Network Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,,,,
NHL 08,PS3,2007,Action,Electronic Arts,86,23,6.9,23
How to Train Your Dragon 2,3DS,2014,Adventure,Little Orbit,,,tbd,
Just Dance 2015,PS3,2014,Misc,Ubisoft,,,6.8,4
The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,67,31,7.1,54
Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,71,10,6.4,5
WipEout XL,PS,1996,Racing,Psygnosis,93,8,8.7,20
LEGO Star Wars III: The Clone Wars,PC,2011,Action,LucasArts,76,14,7.5,44
The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,30,6,6.3,4
Dynasty Warriors 6 (JP sales),PS2,2008,Action,Tecmo Koei,,,,
Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,53,46,6.7,42
Jonah Lomu Rugby Challenge,PS3,N/A,Sports,Home Entertainment Suppliers,64,6,,
Ben 10 Triple Pack,DS,2011,Misc,D3Publisher,,,tbd,
PlayStation VR Worlds,PS4,2016,Misc,Sony Computer Entertainment,59,48,7.1,73
Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,57,34,6.2,70
Men of Valor,XB,2004,Shooter,Vivendi Games,73,47,8,8
Bomberman Tournament,GBA,2001,Puzzle,Activision,88,16,,
Project Runway,Wii,2010,Simulation,Atari,,,tbd,
Scrabble,DS,2009,Misc,Ubisoft,,,tbd,
Medal of Honor European Assault,GC,2005,Shooter,Electronic Arts,71,22,7.9,14
Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,71,37,8.7,31
NHL 08,X360,2007,Action,Electronic Arts,85,44,8.2,44
Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,48,9,tbd,
Disney Sing It: Pop Hits,PS3,2009,Misc,Disney Interactive Studios,,,tbd,
WipEout Fusion,PS2,2002,Racing,Sony Computer Entertainment,83,21,8.5,43
Final Fantasy II,WS,2001,Role-Playing,SquareSoft,,,,
Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,42,33,3.8,20
Marie no Atelier: Salburg no Renkinjutsushi,PS,1997,Role-Playing,Gust,,,,
NHL 06,XB,2005,Sports,Electronic Arts,79,35,8.4,18
Golden Nugget Casino,GBA,2004,Misc,Majesco Entertainment,,,tbd,
Imagine: Ballet Star,DS,2008,Simulation,Ubisoft,,,7,4
Anno 2205,PC,2015,Strategy,Ubisoft,72,45,5.9,278
Minute to Win It,Wii,2010,Misc,Zoo Games,,,3,4
Atari Anthology,XB,2004,Misc,Atari,68,15,tbd,
Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,53,6,7.4,16
Animal Paradise,DS,2007,Simulation,Empire Interactive,49,7,tbd,
XIII,XB,2003,Shooter,Ubisoft,74,38,8.3,15
Up,PS3,2009,Action,THQ,65,5,6.5,4
Samurai Shodown II,NG,1994,Fighting,SNK,,,,
My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009,Misc,Mentor Interactive,,,,
SpongeBob's Truth or Square (US sales),X360,2009,Action,THQ,,,,
Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,64,5,6.6,5
MotoGP '07,X360,2007,Racing,THQ,78,20,7.3,11
Cars,X360,2006,Racing,THQ,65,16,6.1,8
Fox Sports College Hoops '99,N64,1998,Sports,Fox Interactive,,,,
Wheel of Fortune,N64,1997,Misc,Take-Two Interactive,,,,
MRC: Multi-Racing Championship,N64,1997,Racing,Ocean,,,,
F1 Pole Position 64,N64,1997,Racing,Ubisoft,,,,
Gex 64: Enter the Gecko,N64,1998,Action,GT Interactive,,,,
Wayne Gretzky's 3D Hockey '98,N64,1997,Sports,Midway Games,,,,
NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,,,,
Hybrid Heaven,N64,1999,Role-Playing,Konami Digital Entertainment,,,,
NBA Showtime: NBA on NBC,N64,1999,Sports,Midway Games,,,,
Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,Sega,78,15,8.6,49
Beyblade: Metal Fusion,DS,2009,Role-Playing,Hudson Soft,36,4,tbd,
Karaoke Joysound Wii,Wii,2008,Misc,Hudson Soft,,,tbd,
Madagascar: Escape 2 Africa,X360,2008,Action,Activision,62,23,tbd,
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,76,16,3.3,546
The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,38,7,6.8,6
Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,81,22,8.5,8
Scooby-Doo! Unmasked,PS2,2005,Platform,THQ,,,,
Penny Racers,PS,1996,Racing,Sony Computer Entertainment,,,,
The Sims 2,XB,2005,Simulation,Electronic Arts,75,31,7.1,8
Spider-Man: Web of Shadows,Wii,2008,Action,Activision,63,20,6.9,13
Caesars Palace II,PS,1998,Misc,Interplay,,,,
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,69,22,6.7,79
World Series Baseball 2K3,PS2,2003,Sports,Sega,87,21,8.7,19
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,57,8,6.2,19
Pro Yakyuu Team o Tsukurou!,SAT,1998,Sports,Sega,,,,
Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,63,10,7.8,17
The Outfit,X360,2006,Action,THQ,70,52,7.5,48
Sentimental Graffiti,SAT,1998,Adventure,NEC Interchannel,,,,
Avatar: The Last Airbender - The Burning Earth,Wii,2007,Action,THQ,,,,
Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,56,45,6.4,29
Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,,,,
The Backyardigans,DS,2009,Adventure,Take-Two Interactive,,,tbd,
Yakuza Zero: The Place of Oath,PS3,2015,Action,Sega,,,,
Devil Kings,PS2,2005,Action,Capcom,64,27,7.4,12
NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,,,,
Medabots AX: Metabee,GBA,2002,Role-Playing,Natsume,,,,
Tennis no Oji-Sama: Genius Boys Academy,GBA,2002,Sports,Konami Digital Entertainment,,,,
Kung Fu Panda 2,X360,2011,Action,THQ,,,,
Bolt,X360,2008,Adventure,Disney Interactive Studios,57,18,7.1,7
Shadow Man,PS,1998,Action,Acclaim Entertainment,,,,
Spider-Man: Edge of Time,X360,2011,Action,Activision,57,50,6.8,33
Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo,,,,
Netsu Chu! Pro Yakyuu 2002,PS2,2002,Sports,Namco Bandai Games,,,,
"Barbie: Jet, Set & Style!",Wii,2011,Misc,THQ,,,,
L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,83,28,7.9,903
Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,43,7,5.4,14
Porky's,2600,1982,Action,20th Century Fox Video Games,,,,
America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,70,19,7.4,21
Grandia,PS,1999,Role-Playing,Ubisoft,89,14,6.6,77
Daisy Fuentes Pilates,Wii,2009,Sports,505 Games,,,tbd,
F1 2000,PS,2000,Racing,Electronic Arts,,,,
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,51,32,7.5,13
Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft,,,tbd,
WRC: World Rally Championship,PS2,2001,Racing,Sony Computer Entertainment,,,,
Littlest Pet Shop: Country Friends,DS,2009,Simulation,Electronic Arts,,,tbd,
"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games,55,4,7.9,10
Cars: Mater-National Championship,PS2,2007,Racing,THQ,67,4,tbd,
Armored Core 4,X360,2007,Simulation,505 Games,65,31,7.2,31
Dreamworks Madagascar Kartz,X360,2009,Racing,Activision,,,6,4
Dune 2000,PS,1999,Strategy,Electronic Arts,,,,
Monster Hunter G,Wii,2009,Role-Playing,Capcom,,,,
UEFA Euro 2008 Austria-Switzerland,PSP,2008,Sports,Electronic Arts,,,,
SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,59,7,6.1,8
Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,50,5,6.8,11
X-Men Origins: Wolverine,Wii,2009,Action,Activision,53,8,6.1,10
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,83,33,7.1,47
Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,,,,
Jumping Flash! 2,PS,1996,Platform,Sony Computer Entertainment,,,,
Nickelodeon Party Blast,GC,2002,Misc,Atari,,,tbd,
U-Sing: Girls Night,Wii,2010,Misc,Mindscape,,,,
Major League Baseball 2K7,PS3,2007,Sports,Spike,74,19,4.7,7
Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,77,13,8,10
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,80,45,7.7,40
Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,Activision,,,tbd,
Choro Q2,PS,1997,Racing,Takara,,,,
Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,,,5.9,8
"What Did I Do to Deserve This, My Lord!? 2",PSP,2008,Role-Playing,Nippon Ichi Software,,,,
X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,82,34,6.2,26
Butt Ugly Martians: B.K.M. Battles,GBA,2002,Action,Vivendi Games,63,6,tbd,
Monster Jam: Path of Destruction,PS3,2010,Racing,Activision,,,6.3,4
TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,56,17,4.9,8
Family Guy: Back to the Multiverse,X360,2012,Action,Activision,39,28,5,51
Ninja Gaiden 3,X360,2012,Action,Tecmo Koei,58,39,4.4,136
Sorry! / Aggravation / Scrabble Junior,GBA,2005,Misc,Zoo Digital Publishing,,,,
Sid Meier's Civilization VI,PC,2016,Strategy,Take-Two Interactive,88,81,7.3,684
The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,,,,
Create,Wii,2010,Action,Electronic Arts,62,7,tbd,
Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,63,32,6.3,60
NBA Courtside 2002,GC,2002,Sports,Nintendo,71,18,7.4,7
F1 2015,XOne,2015,Racing,Codemasters,64,13,5.3,22
Wipeout 2,DS,2011,Misc,Activision,,,tbd,
Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,66,12,tbd,
Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,,,,
Avatar: The Last Airbender - Into the Inferno,PS2,2008,Adventure,THQ,,,,
Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,75,15,8.2,148
Dora the Explorer: Journey to the Purple Planet,PS2,2005,Adventure,Global Star,,,7,4
Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,,,,
Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,43,12,8,20
Catz,GBA,2005,Simulation,Ubisoft,,,7.9,8
Hitman: Absolution,PC,2012,Action,Square Enix,79,26,7,1327
Stella Glow,3DS,2015,Role-Playing,Atlus,79,32,8.7,82
Racquet Sports,Wii,2010,Sports,Ubisoft,51,8,8.6,15
Jikkyou Powerful Pro Yakyuu 2001,PS,2001,Sports,Konami Digital Entertainment,,,,
Trials Fusion,XOne,2014,Racing,Ubisoft,80,28,7.1,158
Mega Man X Collection,PS2,N/A,Misc,Unknown,73,23,8.8,14
That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,,,tbd,
Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,78,46,6.2,80
Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,,,,
Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,57,40,6.5,72
Ben 10 Ultimate Alien: Cosmic Destruction,PS3,2010,Platform,D3Publisher,,,8.6,5
Skylanders SWAP Force,3DS,2013,Platform,Activision,68,12,6.4,13
Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,,,tbd,
Panzer General,PS,1995,Strategy,Mindscape,,,,
Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,,,,
Cabela's Outdoor Adventures (2009),X360,2009,Sports,Activision Value,,,7.8,4
Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,,,,
Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,48,8,7.3,7
MLB,PSP,2005,Sports,Sony Computer Entertainment,80,26,7.9,18
Skylanders: SuperChargers,XOne,2015,Action,Activision,76,15,5.5,17
Ys: Memories of Celceta,PSV,2012,Action,Nihon Falcom Corporation,82,56,8.8,237
Britney's Dance Beat,PS2,2002,Misc,THQ,63,20,4.8,20
Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,,,,
World Soccer Winning Eleven 7,PS2,2003,Sports,Konami Digital Entertainment,,,,
SRS: Street Racing Syndicate,XB,2004,Racing,Namco Bandai Games,,,,
Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,,,,
Vexx,PS2,2003,Platform,Acclaim Entertainment,63,20,7.6,11
Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,76,31,8.1,74
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,71,37,7.8,26
Marvel vs. Capcom Origins,PS2,2006,Fighting,Capcom,,,,
Pro Yaky? Spirits 2011,PSP,2011,Sports,Konami Digital Entertainment,,,,
TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,84,39,9.1,117
Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,67,35,7.5,73
Atelier Meruru: Alchemist of Arland 3,PS3,2011,Role-Playing,Nippon Ichi Software,,,,
Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,83,14,8.9,44
Disney Stitch Jam,DS,2009,Misc,Disney Interactive Studios,,,tbd,
Genma Onimusha,XB,2002,Action,Capcom,83,27,8.6,10
DK: King of Swing,GBA,2005,Platform,Nintendo,70,30,5,6
K-1 Revenge,PS,1997,Fighting,Xing Entertainment,,,,
Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,42,28,5.5,33
G-Police,PS,1997,Action,Psygnosis,,,,
Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,,,,
Homefront,PC,2011,Shooter,THQ,70,36,5.5,531
Corvette,XB,2003,Racing,TDK Mediactive,53,4,8.6,12
Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,56,6,6.9,12
Fuel,PS3,2009,Racing,Codemasters,67,44,7.4,36
NBA Live 10,PSP,2009,Sports,Electronic Arts,64,4,4.2,10
Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,88,23,5.1,23
Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,78,25,7.7,13
Kill.Switch,XB,2003,Shooter,Namco Bandai Games,75,26,8,7
BioShock 2,PC,N/A,Shooter,Take-Two Interactive,88,36,8,1247
Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,80,26,7.7,47
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,81,30,8.3,8
